title,description,start_date,end_date,location,price,sold_out,link,img_link,tags
Events for October 23,List of events happening on October 23,2023-10-23 00:00,2023-10-23 23:59,example_missing_attribute,-1,False,example_missing_attribute,example_missing_attribute,[]
Un Ballo in Maschera,Learn more about Un Ballo in Maschera,2023-10-24 19:30,2023-10-24 21:30,string,-1,False,/season/2023-24-season/un-ballo-in-maschera/,,"['Music', 'Performance', 'Theater']"
La Bohème,Learn more about La Bohème,2023-10-25 19:30,2023-10-25,string,-1,False,/season/2023-24-season/la-boheme/,,"['Music', 'Performance', 'Theater']"
Events for October 26,No events found for October 26,2023-10-26 00:00,2023-10-26 23:59,example_missing_attribute,-1,False,example_missing_attribute,example_missing_attribute,[]
Un Ballo in Maschera,Learn more about Un Ballo in Maschera,2023-10-27 20:00,,,-1,False,/season/2023-24-season/un-ballo-in-maschera/,,"['Music', 'Performance', 'Theater']"
La Bohème,Learn more about La Bohème,2023-10-28 13:00,,,-1,False,/season/2023-24-season/la-boheme/,,"['Music', 'Performance', 'Film', 'Theater']"
Events for October 29,List of events happening on October 29,2023-10-29 00:00,2023-10-29 23:59,example_missing_attribute,-1,False,example_missing_attribute,example_missing_attribute,[]
Events for October 30,List of events happening on October 30,2023-10-30,2023-10-30,example_missing_attribute,-1,False,example_missing_attribute,example_missing_attribute,[]
Un Ballo in Maschera,Learn more about Un Ballo in Maschera,2023-10-31 20:00,,,-1,False,/season/2023-24-season/un-ballo-in-maschera/,,"['Music', 'Performance', 'Theater']"
Summer Music Festival,Join us for a weekend of live music performances and outdoor fun!,2023-07-15,2023-07-17,Central Park,45.99,False,https://www.example.com/summer-music-festival,,"['Music', 'Festival', 'Outdoor']"
Summer Music Festival,Join us for a weekend of live music performances and outdoor fun!,2023-07-15,2023-07-17,Central Park,45.99,False,https://www.example.com/summer-music-festival,,"['Music', 'Festival', 'Outdoor']"
Summer Music Festival,Join us for a weekend of live music and entertainment!,2023-07-15,2023-07-17,City Park,50.0,False,https://www.example.com/summer-music-festival,,"['Music', 'Festival', 'Outdoor']"
Annual Music Festival,Join us for the annual music festival featuring live performances from top artists.,2023-09-15,2023-09-17,City Park,50.0,False,https://example.com/music-festival,https://example.com/music-festival-image.jpg,"['Music', 'Festival', 'Outdoor']"
Summer Music Festival,Join us for a weekend of live music performances and outdoor fun!,2023-07-15,2023-07-17,Central Park,45.99,False,https://www.example.com/summer-music-festival,,"['Music', 'Festival', 'Outdoor']"
Summer Music Festival,Join us for a weekend of live music performances and outdoor fun!,2023-07-15,2023-07-17,Central Park,45.99,False,https://www.example.com/summer-music-festival,,"['Music', 'Festival', 'Outdoor']"
Summer Music Festival,Join us for a weekend of live music performances from top artists!,2023-07-15,2023-07-17,City Park,75.99,False,https://www.example.com/music-festival,https://www.example.com/music-festival-image.jpg,"['Music', 'Festival', 'Outdoor']"
La Bohème,Learn more about La Bohème,2023-10-01 19:30,2023-10-01 19:30,string,-1,False,/season/2023-24-season/la-boheme/,,"['Music', 'Performance', 'Theater']"
Events for October 2,No events found for October 2,2023-10-02,2023-10-02,example_missing_attribute,-1,False,example_missing_attribute,example_missing_attribute,[]
X: The Life and Times of Malcolm X,Learn more about X: The Life and Times of Malcolm X,2023-10-03 19:00,2023-10-03,Cinemas,-1,False,/season/2023-24-season/x-the-life-and-times-of-malcolm-x/,,"['Film', 'Theater']"
Un Ballo in Maschera,Learn more about Un Ballo in Maschera,2023-10-04 13:00,2023-10-04 13:00,string,-1,False,/season/2023-24-season/un-ballo-in-maschera/,,"['Music', 'Performance', 'Theater']"
La Bohème,Learn more about La Bohème,2023-10-05 15:00,2023-10-05,,-1,False,/season/2023-24-season/la-boheme/,,"['Music', 'Performance', 'Theater']"
Events for October 6,Check out the exciting events happening on October 6!,2023-10-06,2023-10-06,example_missing_attribute,-1,False,example_missing_attribute,example_missing_attribute,[]
X: The Life and Times of Malcolm X,Learn more about X: The Life and Times of Malcolm X,2023-10-07 19:30,2023-10-07,Cinemas,-1,False,/season/2023-24-season/x-the-life-and-times-of-malcolm-x/,,"['Film', 'Theater']"
Un Ballo in Maschera,Learn more about Un Ballo in Maschera,2023-10-08 19:30,2023-10-08,string,-1,False,/season/2023-24-season/un-ballo-in-maschera/,,"['Music', 'Performance', 'Theater']"
Events for October 9,No events found for October 9,2023-10-09,2023-10-09,example_missing_attribute,-1,False,example_missing_attribute,example_missing_attribute,[]
La Bohème,Learn more about La Bohème,2023-10-10 19:30,2023-10-10,string,-1,False,/season/2023-24-season/la-boheme/,,"['Music', 'Performance', 'Theater']"
Events for October 11,Learn more about Un Ballo in Maschera at 12:30 PM. Also appears in cinemas. Buy Tickets. Learn more about X: The Life and Times of Malcolm X at 8:00 PM. Also appears in cinemas. Buy Tickets.,2023-10-11 09:00,2023-10-11 09:00,,-1,False,/season/2023-24-season/un-ballo-in-maschera/,,"['Music', 'Film', 'Theater']"
Events for October 12,No events found for October 12,2023-10-12,2023-10-12,example_missing_attribute,-1,False,example_missing_attribute,example_missing_attribute,[]
La Bohème,Learn more about La Bohème,2023-10-13 19:30,,,-1,False,/season/2023-24-season/la-boheme/,,"['Music', 'Performance', 'Film', 'Theater']"
X: The Life and Times of Malcolm X,Learn more about X: The Life and Times of Malcolm X,2023-10-14 19:30,2023-10-14 21:30,Cinemas,-1,False,/season/2023-24-season/x-the-life-and-times-of-malcolm-x/,,"['Film', 'Theater']"
Un Ballo in Maschera,Learn more about Un Ballo in Maschera,2023-10-15 19:30,2023-10-15,Unknown,-1,False,/season/2023-24-season/un-ballo-in-maschera/,,"['Music', 'Performance', 'Theater']"
Florencia en el Amazonas,Learn more about Florencia en el Amazonas,2023-10-16 20:00,,,-1,False,/season/2023-24-season/florencia-en-el-amazonas/,,"['Music', 'Performance', 'Theater']"
La Bohème,Learn more about La Bohème,2023-10-17 19:30,2023-10-17,,-1,False,/season/2023-24-season/la-boheme/,,"['Music', 'Performance', 'Theater']"
Events for October 18,Learn more about X: The Life and Times of Malcolm X at 1:00 PM. Also appears in cinemas. Buy Tickets. Learn more about Un Ballo in Maschera at 8:00 PM. Also appears in cinemas. Buy Tickets.,2023-10-18 09:00,2023-10-18 09:00,,-1,False,/season/2023-24-season/x-the-life-and-times-of-malcolm-x/,,"['Film', 'Theater']"
Learn more about Florencia en el Amazonas,Florencia en el Amazonas is an event happening on October 19. It is a performance that also appears in cinemas. You can buy tickets to Florencia en el Amazonas.,2023-10-19 15:00,2023-10-19 15:00,null,-1,False,/season/2023-24-season/florencia-en-el-amazonas/,null,"['Performance', 'Film', 'Theater']"
Events for October 20,Check out the exciting events happening on October 20!,2023-10-20,2023-10-20,example_missing_attribute,-1,False,example_missing_attribute,example_missing_attribute,[]
La Bohème,Learn more about La Bohème,2023-10-21 19:30,,,-1,False,/season/2023-24-season/la-boheme/,,"['Music', 'Performance', 'Film', 'Theater']"
Events for October 22,No events found for October 22,2023-10-22,2023-10-22,example_missing_attribute,-1,False,example_missing_attribute,example_missing_attribute,[]
Events for October 23,List of events happening on October 23,2023-10-23 00:00,2023-10-23 23:59,example_missing_attribute,-1,False,example_missing_attribute,example_missing_attribute,[]
Learn more about-X: The Life and Times of Malcolm X,Join us for an evening to learn more about X: The Life and Times of Malcolm X.,2023-10-24 20:00,2023-10-24 21:30,Cinemas,-1,False,/season/2023-24-season/x-the-life-and-times-of-malcolm-x/,,"['Film', 'Theater']"
Events for October 25,Learn more about La Bohème at 1:00 PM. Also appears in cinemas. Buy Tickets. Learn more about Florencia en el Amazonas at 8:00 PM. Also appears in cinemas. Buy Tickets.,2023-10-25 09:00,2023-10-25 09:00,,-1.0,,/season/2023-24-season/la-boheme/,,"['Music', 'Film', 'Theater']"
Events for October 26,Check out the exciting events happening on October 26!,2023-10-26,2023-10-26,example_missing_attribute,-1,False,example_missing_attribute,example_missing_attribute,[]
Florencia en el Amazonas,Learn more about Florencia en el Amazonas,2023-10-27 20:00,,,-1,False,/season/2023-24-season/florencia-en-el-amazonas/,,"['Music', 'Film', 'Theater']"
X: The Life and Times of Malcolm X,Learn more about X: The Life and Times of Malcolm X,2023-10-28 19:30,2023-10-28 21:30,Cinemas,-1,False,/season/2023-24-season/x-the-life-and-times-of-malcolm-x/,,"['Film', 'Theater']"
Events for October 29,List of events happening on October 29,2023-10-29,2023-10-29,example_missing_attribute,-1,False,example_missing_attribute,example_missing_attribute,[]
Learn more about Tannhäuser,Join us for an evening of music and theater as we present Tannhäuser.,2023-10-30 19:00,2023-10-30,Cinemas,-1,False,/season/2023-24-season/tannhauser/,,"['Music', 'Film', 'Theater']"
Summer Music Festival,Join us for a weekend of live music performances and outdoor fun!,2023-07-15,2023-07-17,Central Park,45.99,False,https://www.example.com/summer-music-festival,,"['Music', 'Festival', 'Outdoor']"
Summer Music Festival,Join us for a weekend of live music performances from top artists!,2023-07-15,2023-07-17,City Park,75.0,False,https://www.example.com/summer-music-festival,,"['Music', 'Festival', 'Outdoor']"
Summer Music Festival,Join us for a weekend of live music performances and outdoor fun!,2023-07-15,2023-07-17,Central Park,45.99,False,,,"['Music', 'Festival', 'Outdoor']"
Summer Music Festival,Join us for a weekend of live music performances from top artists!,2023-07-15,2023-07-17,City Park,50.0,False,https://www.example.com/music-festival,https://www.example.com/music-festival/image.jpg,"['Music', 'Festival', 'Outdoor']"
Summer Music Festival,Join us for a weekend of live music and entertainment!,2023-07-15,2023-07-17,City Park,50.0,False,https://www.example.com/summer-music-festival,,"['Music', 'Festival', 'Outdoor']"
Summer Music Festival,Join us for a weekend of live music performances from top artists!,2023-07-15,2023-07-17,City Park,75.99,False,https://www.example.com/music-festival,https://www.example.com/music-festival/image.jpg,"['Music', 'Festival', 'Outdoor']"
Summer Music Festival,Join us for a weekend of live music performances from top artists!,2023-07-15,2023-07-17,City Park,50.0,False,https://www.example.com/music-festival,https://www.example.com/music-festival/image.jpg,"['Music', 'Festival', 'Outdoor']"
La Bohème,Learn more about La Bohème,2023-10-01 19:30,2023-10-01 19:30,,-1,False,/season/2023-24-season/la-boheme/,,"['Music', 'Performance', 'Film', 'Theater']"
Events for October 2,Two events happening on October 2,2023-10-02 09:00,2023-10-02 23:59,Multiple locations,-1,False,/season/2023-24-season/florencia-en-el-amazonas/,,"['Music', 'Theater']"
Learn more about Tannhäuser,Join us for an event to learn more about Tannhäuser,2023-10-03 14:00,2023-10-03,Cinemas,-1,False,/season/2023-24-season/tannhauser/,,"['Music', 'Film', 'Theater']"
Events for October 4,No events found for October 4,2023-10-04,2023-10-04,example_missing_attribute,-1,False,example_missing_attribute,example_missing_attribute,[]
Learn more about Florencia en el Amazonas,Florencia en el Amazonas is an event happening on October 5. It is a performance that starts at 7:30 PM. The event will also be shown in cinemas. You can buy tickets to Florencia en el Amazonas.,2023-10-05 19:30,2023-10-05,null,-1,False,/season/2023-24-season/florencia-en-el-amazonas/,null,"['Performance', 'Film', 'Theater']"
Learn more about Tannhäuser,Learn more about Tannhäuser,2023-10-06 19:00,2023-10-06 19:00,Cinemas,-1,False,/season/2023-24-season/tannhauser/,,"['Music', 'Film', 'Theater']"
Events for October 7,Check out the exciting events happening on October 7!,2023-10-07,2023-10-07,example_missing_attribute,-1,False,example_missing_attribute,example_missing_attribute,[]
The Magic Flute—Holiday Presentation,Learn more about The Magic Flute—Holiday Presentation,2023-10-08 19:00,,,-1,False,/season/2023-24-season/the-magic-flute/,,"['Music', 'Performance', 'Film', 'Theater', 'Family-friendly', 'Cultural']"
The Magic Flute—Holiday Presentation,Learn more about The Magic Flute—Holiday Presentation,2023-10-10 14:00,2023-10-10,string,-1,False,/season/2023-24-season/the-magic-flute/,,"['Music', 'Performance']"
Events for October 11,Check out the exciting events happening on October 11!,2023-10-11,2023-10-11,example_missing_attribute,-1,False,example_missing_attribute,example_missing_attribute,[]
Learn more about Tannhäuser,Join us for an evening of music and theater as we explore the opera Tannhäuser.,2023-10-12 19:00,2023-10-12 21:30,Theater,-1,False,/season/2023-24-season/tannhauser/,,"['Music', 'Performance', 'Theater']"
The Magic Flute—Holiday Presentation,Learn more about The Magic Flute—Holiday Presentation,2023-10-13 19:30,2023-10-13,Unknown,-1,False,/season/2023-24-season/the-magic-flute/,,"['Music', 'Performance', 'Film', 'Theater', 'Family-friendly', 'Cultural']"
Learn more about Florencia en el Amazonas,Florencia en el Amazonas is an event happening on October 14. It is a performance that starts at 8:00 PM. The event also appears in cinemas. You can buy tickets to Florencia en el Amazonas.,2023-10-14 20:00,2023-10-14 20:00,,-1,False,/season/2023-24-season/florencia-en-el-amazonas/,,"['Performance', 'Film', 'Theater']"
The Magic Flute—Holiday Presentation,Learn more about The Magic Flute—Holiday Presentation,2023-10-15 19:30,2023-10-15,Unknown,-1,False,/season/2023-24-season/the-magic-flute/,,"['Music', 'Performance', 'Film', 'Theater', 'Family-friendly', 'Cultural']"
The Magic Flute—Holiday Presentation,Learn more about The Magic Flute—Holiday Presentation,2023-10-16 12:00,2023-10-16,string,-1,False,/season/2023-24-season/the-magic-flute/,,"['Music', 'Performance', 'Theater']"
Events for October 17,Check out the exciting events happening on October 17!,2023-10-17,2023-10-17,example_missing_attribute,-1,False,example_missing_attribute,example_missing_attribute,[]
Events for October 18,List of events happening on October 18,2023-10-18,2023-10-18,example_missing_attribute,-1,False,example_missing_attribute,example_missing_attribute,[]
Learn more about Tannhäuser,Join us for an evening of music and theater as we explore the opera Tannhäuser.,2023-10-19 19:00,2023-10-19 21:30,Theater,-1,False,/season/2023-24-season/tannhauser/,,"['Music', 'Performance', 'Theater']"
The Magic Flute—Holiday Presentation,Learn more about The Magic Flute—Holiday Presentation,2023-10-21 19:30,2023-10-21,string,-1,False,/season/2023-24-season/the-magic-flute/,,"['Music', 'Performance', 'Film', 'Theater', 'Family-friendly', 'Cultural']"
The Magic Flute—Holiday Presentation,Learn more about The Magic Flute—Holiday Presentation,2023-10-22 19:30,2023-10-22,string,-1,False,/season/2023-24-season/the-magic-flute/,,"['Music', 'Performance', 'Film', 'Theater', 'Family-friendly', 'Cultural']"
Learn more about Tannhäuser,Learn more about Tannhäuser and its upcoming performance,2023-10-23 13:00,2023-10-23 14:00,Cinemas,-1,False,/season/2023-24-season/tannhauser/,,"['Music', 'Film', 'Performance']"
Events for October 24,No events found for October 24,2023-10-24,2023-10-24,example_missing_attribute,-1,False,example_missing_attribute,example_missing_attribute,[]
Events for October 25,Check out the exciting events happening on October 25!,2023-10-25,2023-10-25,example_missing_attribute,-1,False,example_missing_attribute,example_missing_attribute,[]
The Magic Flute—Holiday Presentation,Learn more about The Magic Flute—Holiday Presentation,2023-10-26 19:30,2023-10-26,Unknown,-1,False,/season/2023-24-season/the-magic-flute/,,"['Music', 'Performance', 'Film', 'Theater', 'Family-friendly', 'Cultural']"
The Magic Flute—Holiday Presentation,Learn more about The Magic Flute—Holiday Presentation,2023-10-27 11:00,2023-10-27,null,-1,False,/season/2023-24-season/the-magic-flute/,,"['Music', 'Performance']"
The Magic Flute—Holiday Presentation,Learn more about The Magic Flute—Holiday Presentation,2023-10-28 11:00,2023-10-28,null,-1,False,/season/2023-24-season/the-magic-flute/,,"['Music', 'Performance']"
Learn more about Nabucco,Learn more about Nabucco,2023-10-29 19:00,2023-10-29 19:00,string,-1,False,/season/2023-24-season/nabucco/,,"['Music', 'Performance', 'Film', 'Theater']"
The Magic Flute—Holiday Presentation,Join us for a special holiday presentation of The Magic Flute.,2023-10-30 12:00,2023-10-30 14:00,TBD,-1,False,/season/2023-24-season/the-magic-flute/,,"['Music', 'Performance', 'Theater', 'Holiday']"
Learn more about Carmen,Learn more about Carmen and her upcoming performance,2023-10-31 18:30,,,-1,False,/season/2023-24-season/carmen/,,"['Music', 'Performance', 'Film', 'Theater']"
Summer Music Festival,Join us for a weekend of live music performances and outdoor fun!,2023-07-15,2023-07-17,Central Park,45.99,False,,,"['Music', 'Festival', 'Outdoor']"
Annual Music Festival,Join us for the annual music festival featuring live performances from top artists.,2023-09-15,2023-09-17,City Park,50.0,False,https://example.com/music-festival,https://example.com/music-festival-image.jpg,"['Music', 'Festival', 'Outdoor']"
Summer Music Festival,Join us for a weekend of live music performances and outdoor fun!,2023-07-15,2023-07-17,Central Park,45.99,False,,,"['Music', 'Festival', 'Outdoor']"
Summer Music Festival,Join us for a weekend of live music performances from top artists!,2023-07-15,2023-07-17,City Park,50.0,False,https://www.example.com/music-festival,https://www.example.com/music-festival/image.jpg,"['Music', 'Festival', 'Outdoor']"
Summer Music Festival,Join us for a weekend of live music performances from top artists!,2023-07-15,2023-07-17,City Park,50.0,False,https://www.example.com/music-festival,https://www.example.com/music-festival-image.jpg,"['Music', 'Festival', 'Outdoor']"
Annual Music Festival,Join us for the annual music festival featuring live performances from top artists.,2023-09-15,2023-09-17,City Park,50.0,False,https://example.com/music-festival,https://example.com/music-festival-image.jpg,"['Music', 'Festival', 'Outdoor']"
Annual Music Festival,Join us for the annual music festival featuring live performances from top artists.,2023-09-15,2023-09-17,City Park,50.0,False,https://example.com/music-festival,https://example.com/music-festival-image.jpg,"['Music', 'Festival', 'Outdoor']"
Events for October 1,Check out the exciting events happening on October 1!,2023-10-01,2023-10-01,example_missing_attribute,-1,False,example_missing_attribute,example_missing_attribute,[]
Learn more about Nabucco,Learn more about Nabucco,2023-10-02 19:30,2023-10-02 21:30,string,-1,False,/season/2023-24-season/nabucco/,,"['Music', 'Performance', 'Film', 'Theater']"
Learn more about Carmen,Learn more about Carmen and her performance,2023-10-03 19:30,2023-10-03 21:30,Cinemas,-1,False,/season/2023-24-season/carmen/,,"['Music', 'Performance', 'Film', 'Theater']"
La Bohème,Learn more about La Bohème,2023-10-04 19:30,2023-10-04,,-1,False,/season/2023-24-season/la-boheme/,,"['Music', 'Performance', 'Theater']"
Learn more about Carmen,Carmen is a performance event,2023-10-05 19:30,2023-10-05 21:30,Cinemas,-1,False,/season/2023-24-season/carmen/,,"['Music', 'Performance', 'Film', 'Theater']"
Learn more about Nabucco,Learn more about Nabucco,2023-10-06 13:00,2023-10-06 14:00,Cinemas,-1,False,/season/2023-24-season/nabucco/,,"['Music', 'Performance', 'Film', 'Theater']"
