title,description,start_date,end_date,location,price,sold_out,link,img_link,tags
12th Annual LUNGS Harvest Arts Festival,"Come enjoy the 12th Annual Loisaida United Neighborhood Gardens (LUNGS) Harvest Arts Festival, starting Friday, September 29 through Sunday, October 8, 2023, in the Lower East Side!",2023-09-29,2023-10-08,"LUNGS/Gardens Rising office space, Manhattan",0.0,False,/events/2023/10/02/12th-annual-lungs-harvest-arts-festival,LUNGS Harvest Arts Festival,"['Arts', 'Crafts', 'Concerts', 'Dance', 'Nature', 'Art', 'Festivals', 'Workshops', 'Gardening']"
Fitness Walk,Join us for a free self-guided fitness walking program.,2023-10-03,,"Fort Totten Front Gate (in Fort Totten Park), Queens",0.0,False,/events/2023/10/03/fitness-walk,Fitness Walk,"['Fitness', 'Outdoor Fitness', 'Walking']"
Total Body Fitness,"This fun low-impact full-body workout includes cardio, strength and balance exercises to improve your overall fitness.",2023-10-03 08:00,2023-10-03 09:00,"Dance Room (in St. John’s Recreation Center), Brooklyn",0.0,False,/events/2023/10/03/total-body-fitness1,Total Body Fitness,"['Fitness', 'Shape Up NYC', 'Exercise Classes']"
Senior Cardio Sculpt,This low impact cardio workout consists of functional movement exercises designed to make daily activities easier to perform.,2023-10-03 09:00,2023-10-03 10:00,"Sunnyside Community Services, Queens",0.0,False,/events/2023/10/03/senior-cardio-sculpt,Senior Cardio Sculpt,"['Fitness', 'Shape Up NYC', 'Seniors']"
Adult and Senior Movement,Join Dances for a Variable Population for a FREE Adult Movement Class in Garibaldi Plaza!,2023-10-03,,"Garibaldi Plaza (in Washington Square Park), Manhattan",0.0,False,/events/2023/10/03/adult-and-senior-movement,Adult and Senior Movement,"['Dance', 'Fitness', 'Seniors']"
Dance It Out!,Dance It Out is a 45-minute dance fitness class sure to get you moving!,2023-10-03 09:00,2023-10-03 09:45,"NYC Department of Health and Mental Hygiene- East Harlem Neighborhood Health Action Center, Manhattan",0.0,False,/events/2023/10/03/dance-it-out,Dance It Out,"['Fitness', 'Shape Up NYC', 'Exercise Classes']"
Hoop Life!,Join NYC Parks for this unique basketball training opportunity,2023-10-03 09:00,2023-10-03 09:45,"Gymnasium (Part A) (in Kwame Ture Recreation Center), Bronx",0.0,False,/events/2023/10/03/hoop-life,Hoop Life,"['Sports', 'Fitness', 'Games']"
Arsenal Gallery: Mi Parque Mi Tierra,"NYC Parks welcomes Hispanic Heritage Month with Mi Parque Mi Tierra, on view at the Arsenal Gallery in Central Park.",2023-10-03 09:00,2023-10-03 17:00,"Arsenal (in Central Park), Manhattan",0.0,False,/events/2023/10/03/arsenal-gallery-mi-parque-mi-tierra,Arsenal Gallery Mi Parque Mi Tierra,"['Art', 'Hispanic Heritage Month']"
Seward Park Playground,"Join NYC Parks staff in free activities in NYC’s playgrounds, including organized sports, games, fitness demos, board games, water games, and more!",2023-10-03 10:00,2023-10-03 18:00,"Seward Park Playground (in Seward Park), Manhattan",0.0,False,/events/2023/10/03/kim-seward-park,Seward Park Playground,"['Fitness', 'Games', 'Best for Kids']"
KIM: Bloomingdale Playground,"Join NYC Parks staff in free activities in NYC’s playgrounds, including organized sports, games, fitness demos, board games, water games, and more!",2023-10-03 10:00,2023-10-03 18:00,"Play Area (in Bloomingdale Playground), Manhattan",0.0,False,/events/2023/10/03/kim-bloomingdale-playground,Bloomingdale Playground,"['Fitness', 'Games', 'Best for Kids']"
KIM: Park of the Americas,"Join NYC Parks staff in free activities in NYC's playgrounds, including organized sports, games, fitness demos, board games, water games, and more!",2023-10-03 10:00,2023-10-03 18:00,"Playground (Linden Playground) (in Park Of The Americas), Queens",0.0,False,/events/2023/10/03/kim-park-of-the-americas,Park of the Americas,"['Fitness', 'Games', 'Sports']"
Total Body Fitness,"This fun low-impact full-body workout includes cardio, strength and balance exercises to improve your overall fitness.",2023-10-03 10:00,2023-10-03 10:45,"Brownsville Community Culinary Center, Brooklyn",0.0,False,/events/2023/10/03/total-body-fitness,Total Body Fitness,"['Fitness', 'Shape Up NYC', 'Exercise Classes']"
KIM: St. Catherine's Park at Playground,"Join NYC Parks staff in free activities in NYC’s playgrounds, including organized sports, games, fitness demos, board games, water games, and more!",2023-10-03 10:00,2023-10-03 18:00,"St. Catherine's Park, Manhattan",0.0,False,/events/2023/10/03/kim-st-catherines-park,St. Catherine's Park,"['Fitness', 'Games', 'Best for Kids']"
KIM Loreto Playground,"Join NYC Parks staff in free activities in NYC's playgrounds including organized sports, games, arts and craft and fitness demonstrations.",2023-10-03,2023-10-03,"Play Area (in Loreto Playground), Bronx",0.0,False,/events/2023/10/03/kim-loreto-playground,KIM Loreto Playground,"['Arts & Crafts', 'Games', 'Sports']"
KIM: Carmansville Playground,"Join NYC Parks in free activities in NYC’s playgrounds, including organized sports, games, fitness demos, board games, water games, and more!",2023-10-03 10:00,2023-10-03 18:00,"Play Area (in Carmansville Playground), Manhattan",0.0,False,/events/2023/10/03/kim-carmansville-playground,Carmansville Playground,"['Fitness', 'Games', 'Family-friendly']"
Sol Lain Playground,"Join NYC Parks staff in-free activities in NYC’s playgrounds, including organized sports, games, fitness demos, board games, water games, and more!",2023-10-03 10:00,2023-10-03 18:00,"Sol Lain Playground (in Sol Lain Plgd), Manhattan",0.0,False,/events/2023/10/03/kim-sol-lain-playground,Sol Lain Playground,"['Fitness', 'Games', 'Family-friendly']"
KIM: Martin Luther King Jr. Playground,"Join NYC Parks in free activities in NYC’s playgrounds, including organized sports, games, fitness demos, board games, water games, and more!",2023-10-03 10:00,2023-10-03 18:00,"Play Area (in Martin Luther King, Jr. Playground), Manhattan",0,False,/events/2023/10/03/kim-martin-luther-king-jr-playground,Martin Luther King Jr. Playground,"['Fitness', 'Games', 'Family-friendly']"
KIM People's Playground,"Join NYC Parks staff in free activities in NYC's playgrounds including organized sports, arts and craft and games.",2023-10-03,2023-10-03,"Play Area (in People's Park), Bronx",0.0,False,/events/2023/10/03/kim-peoples-playground,KIM People's Playground,"['Arts & Crafts', 'Games', 'Best for Kids']"
KIM: Samuel Seabury Playground,"Join NYC Parks staff in free activities in NYC’s playgrounds, including organized sports, games, fitness demos, board games, water games, and more!",2023-10-03 10:00,2023-10-03 18:00,"Samuel Seabury Playground, Manhattan",0.0,False,/events/2023/10/03/kim-samuel-seabury-playground,Samuel Seabury Playground,"['Fitness', 'Games', 'Best for Kids']"
KIM: J. Hood Wright Playground,"Join NYC Parks staff in free activities in NYC’s playgrounds, including organized sports, games, fitness demos, board games, water games, and more!",2023-10-03 10:00,2023-10-03 18:00,"J. Hood Wright Playground (in J. Hood Wright Park), Manhattan",0.0,False,/events/2023/10/03/kim-j-hood-wright-playground,J. Hood Wright Playground,"['Fitness', 'Games', 'Family-friendly']"
Happy Warrior Playground,"Join NYC Parks staff in free activities in NYC’s playgrounds, including organized sports, games, fitness demos, board games, water games, and more!",2023-10-03 10:00,2023-10-03 18:00,"Play Area (in Happy Warrior Playground), Manhattan",0.0,False,/events/2023/10/03/kim-happy-warrior-playground,Happy Warrior Playground,"['Fitness', 'Games', 'Best for Kids']"
Langston Hughes Playground,"Join NYC Parks staff in free activities in NYC’s playgrounds, including organized sports, games, fitness demos, board games, water games, and more!",2023-10-03 10:00,2023-10-03 18:00,"Play Area (in Langston Hughes Playground), Manhattan",0,False,/events/2023/10/03/kim-langston-hughes-playground,Langston Hughes Playground,"['Arts & Crafts', 'Fitness', 'Games', 'Best for Kids']"
KIM: Bowne Park Playground,"Join NYC Parks staff in free activities in NYC's playgrounds, including organized sports, games, fitness demos, board games, water games, and more!",2023-10-03 10:00,2023-10-03 18:00,"Bowne Park Playground (in Bowne Park), Queens",0.0,False,/events/2023/10/03/kim-bowne-park,Bowne Park Playground,"['Arts & Crafts', 'Fitness', 'Games', 'Best for Kids', 'Sports']"
Daily Stretch Full Body Workout,Join NYC Parks for a daily stretch full body workout. This class is open to all levels and aims to help you relax your mind.,2023-10-03 10:00,2023-10-03 11:00,"Fitness Room (in Kwame Ture Recreation Center), Bronx",0.0,False,/events/2023/10/03/daily-stretch-full-body-workout,Daily Stretch Full Body Workout,['Fitness']
KIM Poe Park,"Join NYC Parks Staff in free activities in NYC's playgrounds including organized sports, games, arts and craft and fitness demonstrations.",2023-10-03,2023-10-03,"Bandstand (in Poe Park), Bronx",0.0,False,/events/2023/10/03/kim-poe-park,KIM Poe Park,"['Arts & Crafts', 'Games', 'Sports']"
Kim: Phil 'Scooter' Rizzuto,"Join NYC Parks staff in free activities in NYC's playgrounds, including organized sports, games, fitness demos, board games, water games, and more!",2023-10-03 10:00,2023-10-03 18:00,"Playground (in Phil 'Scooter' Rizzuto Park), Queens",0,False,/events/2023/10/03/kim-phil-scooter-rizzuto,Kim Phil Scooter Rizzuto,"['Arts & Crafts', 'Festivals', 'Fitness', 'Games', 'Best for Kids', 'Sports']"
KIM: London Planetree Playground,"Join NYC Parks staff in free activities in NYC's playgrounds, including organized sports, games, fitness demos, board games, water games, and more!",2023-10-03 10:00,2023-10-03 18:00,"Play Area (in London Planetree Playground), Queens",0.0,False,/events/2023/10/03/kim-london-planetree-playground,London Planetree Playground,"['Adaptive Programs', 'Arts & Crafts', 'Fitness', 'Games', 'Best for Kids', 'Sports']"
Floyd Bennet Field Gardening,"Help care for native plants for the Founder Seed Program with the Greenbelt Native Plant Center! Activities may include planting, weeding, and harvesting at Floyd Bennett Field.",2023-10-03,,"Floyd Bennett Field, Brooklyn",0.0,False,/events/2023/10/03/floyd-bennet-field-gardening,Floyd Bennet Field Gardening,"['Nature', 'Volunteer', 'Gardening']"
KIM: Bowne Playground,"Join NYC Parks staff in free activities in NYC's playgrounds, including organized sports, games, fitness demos, board games, water games, and more!",2023-10-03 10:00,2023-10-03 18:00,"Play Area (in Bowne Playground), Queens",0.0,False,/events/2023/10/03/kim-bowne-playground,KIM Bowne Playground,"['Adaptive Programs', 'Arts & Crafts', 'Education', 'Dance', 'Fitness', 'Games', 'Best for Kids', 'Sports']"
Total Body Bootcamp,"Total Body Bootcamp is a cardio workout that will engage your entire body to elevate your heart rate, strengthen muscles, improve coordination and balance.",2023-10-03,,"Bronx Neighborhood Health Action Center, Bronx",0.0,False,/events/2023/10/03/total-body-bootcamp,Total Body Bootcamp,"['Fitness', 'Shape Up NYC', 'Exercise Classes']"
Cardio Sculpt,This cardio workout consists of functional movement exercises designed to make daily activities easier to perform.,2023-10-03,,"Queensbridge Park House (in Queensbridge Park), Queens",0.0,False,/events/2023/10/03/cardio-sculpt,Cardio Sculpt,"['Fitness', 'Shape Up NYC', 'Exercise Classes']"
Learn to Draw,Join NYC Parks for this free activity to learn how to draw.,2023-10-03 11:30,2023-10-03 12:30,Multi-Use Room,0.0,False,/events/2023/10/03/learn-to-draw,Learn to Draw,['Art']
STRONG Nation®,"STRONG Nation® combines body weight, muscle conditioning, cardio and plyometric training moves synced to original music that has been specifically designed to match every single move.",2023-10-03 11:00,2023-10-03 12:00,"Multi-Use Room (in Williamsbridge Oval Recreation Center), Bronx",0.0,False,/events/2023/10/03/strong-nation,STRONG Nation,"['Fitness', 'Shape Up NYC', 'Exercise Classes']"
The Great Fire of 1963,"Explore the history behind The Great Fire of 1963, a.k.a Black Saturday, one of Staten Island's greatest tragedies.",2023-10-03 12:00,2023-10-03 15:00,"H.H. Biddle House (in Conference House Park), Staten Island",0.0,False,/events/2023/10/03/the-great-fire-of-1963,The Great Fire of 1963,['History']
Low Impact Bodyweight Circuit Training,This Low Impact Circuit Training class combines bodyweight resistance training and conditioning to provide you with a safe and effective full-body workout,2023-10-03 13:00,2023-10-03 14:00,"Queens Public Library - Bayside, Queens",0.0,False,/events/2023/10/03/low-impact-bodyweight-circuit-training,Low Impact Bodyweight Circuit Training,"['Fitness', 'Shape Up NYC', 'Exercise Classes']"
KIM St. Mary's Park Westat Playground West - Play Area,"Join NYC Parks Staff in free activities in NYC's playgrounds, including organized sports, games, arts and crafts and fitness demonstrations.",2023-10-03 14:00,2023-10-03 18:00,"St. Mary's Park, Bronx",0.0,False,/events/2023/10/03/kim-st-marys-park-west,KIM St. Mary's Park Westat Playground West,"['Arts & Crafts', 'Games', 'Sports']"
KIM Basil Behegen Playground,"Join NYC Parks Staff in free activities in NYC's playgrounds including organized games, fitness demonstrations.",2023-10-03 14:00,2023-10-03 18:00,"Play Area (in Behagen Playground), Bronx",0.0,False,/events/2023/10/03/kim-basil-behegen-playground,KIM Basil Behegen Playground,"['Games', 'Fitness', 'Family-friendly']"
Flag Football Clinic,Join NYC Parks for a fun filled experience in building your fundamentals of Flag Football.,2023-10-03 15:00,2023-10-03 17:00,"Multipurpose Turf Field (in Detective Keith L Williams Park), Queens",0.0,False,/events/2023/10/03/flag-football-clinic,Flag Football Clinic,"['Sports', 'Workshop', 'Family-friendly']"
Open Hours at Environmental Education Center,"Drop in to the Environmental Education Center at Brooklyn Bridge Park during the week to learn about the Park, view critters from the East River, and more!",2023-10-03 15:00,2023-10-03 17:00,"99 Plymouth Street (in Brooklyn Bridge Park), Brooklyn",0.0,False,/events/2023/10/03/open-hours-at-environmental-education-center,Environmental Education Center,"['Education', 'Nature', 'Best for Kids', 'Wildlife']"
Young Women Basketball Player Development,Come join NYC Parks in Women Open Basketball Workouts.,2023-10-03 15:30,2023-10-03 16:45,"Gymnasium (Part A) (in Kwame Ture Recreation Center), Bronx",0.0,False,/events/2023/10/03/young-women-basketball-player-development,Young Women Basketball Player Development,"['Sports', 'Girls and Women in Sports', 'Basketball/Netball']"
Low Impact Circuit Training,This Low Impact Circuit Training class combines bodyweight resistance training and conditioning to provide you with a safe and effective full-body workout,2023-10-03 18:00,2023-10-03 19:00,"NYPL - Hamilton Grange Library, Manhattan",0.0,False,/events/2023/10/03/low-impact-circuit-training,Low Impact Circuit Training,"['Fitness', 'Shape Up NYC', 'Exercise Classes']"
Hudson River Park's River Project: Wetlab Look-in,Meet Hudson River wildlife at the Wetlab. The Park’s Wetlab research aquarium is free and open to the public!,2023-10-03 16:00,2023-10-03 19:00,"Hudson River Park's Pier 40, Manhattan",0.0,False,/events/2023/10/03/hudson-river-parks-river-project-wetlab-lookins,Hudson River Park's River Project Wetlab Look-in,"['Education', 'Nature', 'Best for Kids', 'Waterfront', 'Wildlife']"
Teen Swishing & Dishing Girls Basketball With Terryunceat,Join NYC Parks in Teen Swishing & Dishing Girls Basketball drills.,2023-10-03 18:00,2023-10-03 20:00,"Kwame Ture Recreation Center, Bronx",0.0,False,/events/2023/10/03/teen-swishing-dishing-girls-basketball-with-terryunce,Teen Swishing & Dishing Girls Basketball,"['Sports', 'Basketball/Netball']"
Zumba at Little Bay Park Hockey Rink,"Join us in the Little Bay Park hockey rink for Zumba, an aerobic exercise and cardio dance session that combines high-energy, motivating international music with unique movements.",2023-10-03 18:00,2023-10-03 19:00,"Hockey Rink (in Little Bay Park), Queens",0.0,False,/events/2023/10/03/zumba-at-little-bay-park-hockey-rink,Zumba,"['Fitness', 'Outdoor Fitness', 'Dance']"
Soca Sweat Dance Fitness,This Dance Fitness class will not only provide you with a full body workout- but with fun as well!,2023-10-03 18:00,2023-10-03 18:45,"NYC Department of Health and Mental Hygeine- Bedford-Stuyvesant Center, Brooklyn",0.0,False,/events/2023/10/03/soca-sweat-dance-fitness,Soca Sweat Dance Fitness,"['Fitness', 'Dance', 'Exercise Classes']"
NYRR Open Run: Brooklyn Bridge Park,"NYRR Open Run brings free, 5K weekly community-led runs to neighborhood parks across the greater New York City area.",2023-10-03 19:00,2023-10-03 21:00,"South side of Fornino on Pier 6 (in Brooklyn Bridge Park), Brooklyn",0.0,False,/events/2023/10/03/nyrr-open-run-brooklyn-bridge-park,NYRR Open Run Brooklyn Bridge Park,"['Sports', 'Running/Jogging', 'Walking']"
Zumba,"Zumba is a fusion of Latin, International and popular music dance themes creating a dynamic, exciting, effective fitness system!",2023-10-03 19:00,2023-10-03 20:00,"Faber Skate Park (in Faber Pool and Park), Staten Island",0.0,False,/events/2023/10/03/zumba,Zumba,"['Dance', 'Fitness', 'Outdoor Fitness']"
12th Annual LUNGS Harvest Arts Festival,"Come enjoy the 12th Annual Loisaida United Neighborhood Gardens (LUNGS) Harvest Arts Festival, starting Friday, September 29 through Sunday, October 8, 2023, in the Lower East Side!",2023-09-29,2023-10-08,"LUNGS/Gardens Rising office space, Manhattan",0.0,False,/events/2023/10/03/12th-annual-lungs-harvest-arts-festival,LUNGS Harvest Arts Festival,"['Arts', 'Crafts', 'Concerts', 'Dance', 'Nature', 'Art', 'Festivals', 'Workshops', 'Gardening']"
Bodyweight Circuit Training,This circuit training class combines bodyweight resistance training and conditioning to provide you with a dynamic full body workout.,2023-10-03 19:00,2023-10-03 19:45,"A.R.R.O.W. Field House, Queens",0.0,False,/events/2023/10/03/bodyweight-circuit-training,Bodyweight Circuit Training,"['Fitness', 'Shape Up NYC', 'Exercise Classes']"
Cardio Sculpt,This cardio workout consists of functional movement exercises designed to make daily activities easier to perform.,2023-10-04,,"Athletic Courts (in Torsney Playground), Queens",0.0,False,/events/2023/10/04/cardio-sculpt,Cardio Sculpt,"['Fitness', 'Shape Up NYC', 'Outdoor Fitness']"
Live Latin and Greek Music in Athens Square Park,"Come out to Athens Square Park on Tuesday and Wednesday evenings for live music nights! Each week, a band will be playing traditional and contemporary Latin and Greek music.",2023-10-03 19:00,2023-10-03 21:00,"Athens Square Park, Queens",0.0,False,/events/2023/10/03/live-italian-and-latin-music-in-athens-square-park,Live Latin and Greek Music,"['Music', 'Concerts', 'Dance']"
SharQui - The Bellydance Workout,"In a SharQui class, you’ll learn new moves and combinations in flow.",2023-10-03 19:30,2023-10-03 20:30,"Dance Room (in Highbridge Recreation Center), Manhattan",0.0,False,/events/2023/10/03/sharqui-the-bellydance-workout,SharQui - The Bellydance Workout,"['Dance', 'Fitness', 'Shape Up NYC']"
Arsenal Gallery: Mi Parque Mi Tierra,"NYC Parks welcomes Hispanic Heritage Month with Mi Parque Mi Tierra, on view at the Arsenal Gallery in Central Park.",2023-10-04 09:00,2023-10-04 17:00,"Arsenal (in Central Park), Manhattan",0.0,False,/events/2023/10/04/arsenal-gallery-mi-parque-mi-tierra,Mi Parque Mi Tierra,"['Art', 'Hispanic Heritage Month']"
Line Dancing Aerobics,The line dance incorporates low impact dances that are very easy to learn and enjoy!,2023-10-04 09:00,2023-10-04 11:00,"Multipurpose Room (in Betsy Head Park), Brooklyn",0.0,False,/events/2023/10/04/line-dancing-aerobics,Line Dancing Aerobics,"['Dance', 'Fitness', 'Shape Up NYC']"
Trail Work Wednesday,"Be a part of the community effort to prepare the Northwest Forest cross country trails for the fall 2023 season in Van Cortlandt Park. Whether you’re an experienced trailblazer or new to trail maintenance, your help will make a significant impact!",2023-10-04,,"VCPA Garden & Compost Site (in Van Cortlandt Park), Bronx",0.0,False,/events/2023/10/04/trail-work-wednesdays,Trail Work Wednesday,"['Outdoor', 'Volunteer', 'Community']"
STRONG Nation®,"STRONG Nation® combines body weight, muscle conditioning, cardio and plyometric training moves synced to original music that has been specifically designed to match every single move.",2023-10-04 09:15,2023-10-04 10:15,"New Settlement Community Center, Bronx",0.0,False,/events/2023/10/04/strong-nation,STRONG Nation,"['Fitness', 'Shape Up NYC', 'Exercise Classes']"
Team RIVER Volunteering,Volunteer with the Team RIVER (Randall’s Island Volunteer Ecological Restorers) and help keep Randall’s Island Park beautiful!,2023-10-04 09:30,2023-10-04 12:30,"Icahn Stadium (in Randall's Island Park), Manhattan",0.0,False,/events/2023/10/04/team-river-volunteering,Team RIVER Volunteering,"['Education', 'Nature', 'Volunteer', 'Waterfront', 'Gardening']"
Astoria Heights Playground,"Join NYC Parks staff in free activities in NYC's playgrounds, including organized sports, games, fitness demos, board games, water games, and more!",2023-10-04 10:00,2023-10-04 18:00,"Astoria Heights Playground (in JHS 10), Queens",0.0,False,/events/2023/10/04/kim-astoria-heights-playground,Astoria Heights Playground,"['Arts & Crafts', 'Fitness', 'Games', 'Best for Kids', 'Sports']"
Seward Park Playground Activities,"Join NYC Parks staff in free activities in NYC’s playgrounds, including organized sports, games, fitness demos, board games, water games, and more!",2023-10-04 10:00,2023-10-04 18:00,"Seward Park Playground (in Seward Park), Manhattan",0.0,False,/events/2023/10/04/kim-seward-park,Seward Park Playground,"['Fitness', 'Games', 'Best for Kids']"
Bloomingdale Playground at Play Area,"Join NYC Parks staff in free activities in NYC’s playgrounds, including organized sports, games, fitness demos, board games, water games, and more!",2023-10-04 10:00,2023-10-04 18:00,Manhattan,0.0,False,/events/2023/10/04/kim-bloomingdale-playground,Bloomingdale Playground,"['Fitness', 'Games', 'Best for Kids']"
KIM: Park of the Americas at Playground,"Join NYC Parks staff in free activities in NYC's playgrounds, including organized sports, games, fitness demos, board games, water games, and more!",2023-10-04 10:00,2023-10-04 18:00,"Park Of The Americas, Queens",0.0,False,/events/2023/10/04/kim-park-of-the-americas,Park of the Americas,"['Fitness', 'Games', 'Sports']"
St. Catherine's Park Playground,"Join NYC Parks staff in free activities in NYC’s playgrounds, including organized sports, games, fitness demos, board games, water games, and more!",2023-10-04 10:00,2023-10-04 18:00,"St. Catherine's Park, Manhattan",0.0,False,/events/2023/10/04/kim-st-catherines-park,St. Catherine's Park Playground,"['Arts & Crafts', 'Fitness', 'Games', 'Best for Kids']"
KIM: Columbus Park,"Join NYC Parks staff in free activities in NYC’s playgrounds, including organized sports, games, fitness demos, board games, water games, and more!",2023-10-04 10:00,2023-10-04 18:00,"Columbus Park, Manhattan",0.0,False,/events/2023/10/04/kim-columbus-park,KIM Columbus Park,"['Fitness', 'Games', 'Family-friendly']"
